_id,Reporting date,Card Type,Category,Series Description,Sector,Sub-sector,ObservationType,Observation Scale,Value
240,2016-02,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,663636
241,2016-02,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,184741
242,2016-02,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1009824
243,2016-02,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,718844
244,2016-02,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,188983
245,2016-02,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,101997
246,2016-02,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,386565
247,2016-02,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,242375
248,2016-02,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,68654
249,2016-02,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,173721
250,2016-02,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,144190
251,2016-02,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,108501
252,2016-02,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,35689
253,2016-03,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,4813835
254,2016-03,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,3978165
255,2016-03,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1580401
256,2016-03,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2397764
257,2016-03,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,835670
258,2016-03,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,658495
259,2016-03,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,177175
260,2016-03,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1050901
261,2016-03,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,683232
262,2016-03,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,271897
263,2016-03,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,95772
264,2016-03,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,413693
265,2016-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,271019
266,2016-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,76077
267,2016-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,194942
268,2016-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,142674
269,2016-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,109008
270,2016-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,33666
271,2016-04,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,4672559
272,2016-04,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,3858020
273,2016-04,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1546804
274,2016-04,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2311216
275,2016-04,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,814539
276,2016-04,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,634330
277,2016-04,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,180209
278,2016-04,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1058102
279,2016-04,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,688774
280,2016-04,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,271722
281,2016-04,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,97606
282,2016-04,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,379104
283,2016-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,251047
284,2016-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,67620
285,2016-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,183427
286,2016-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,128057
287,2016-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,94520
288,2016-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,33537
289,2016-05,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,5093617
290,2016-05,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4217160
291,2016-05,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1614774
292,2016-05,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2602386
293,2016-05,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,876457
294,2016-05,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,688690
295,2016-05,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,187767
296,2016-05,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1069455
297,2016-05,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,690780
298,2016-05,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,278422
299,2016-05,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,100253
300,2016-05,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,452066
301,2016-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,307055
302,2016-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,88701
303,2016-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,218354
304,2016-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,145011
305,2016-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,110193
306,2016-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,34818
307,2016-06,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,5009180
308,2016-06,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4157643
309,2016-06,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1650468
310,2016-06,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2507175
311,2016-06,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,851537
312,2016-06,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,672546
313,2016-06,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,178991
314,2016-06,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1060600
315,2016-06,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,695862
316,2016-06,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,268788
317,2016-06,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,95950
318,2016-06,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,524492
319,2016-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,369226
320,2016-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,121765
321,2016-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,247461
322,2016-06,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,155266
323,2016-06,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,122489
324,2016-06,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,32777
325,2016-07,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,4986703
326,2016-07,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4149757
327,2016-07,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1652733
328,2016-07,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2497024
329,2016-07,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,836946
330,2016-07,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,672733
331,2016-07,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,164213
332,2016-07,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1021491
333,2016-07,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,671282
334,2016-07,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,262593
335,2016-07,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,87616
336,2016-07,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,550709
337,2016-07,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,391369
338,2016-07,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,131782
339,2016-07,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,259587
340,2016-07,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,159340
341,2016-07,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,131487
342,2016-07,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,27853
343,2016-08,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,5420888
344,2016-08,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4497325
345,2016-08,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1703569
346,2016-08,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2793756
347,2016-08,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,923563
348,2016-08,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,747898
349,2016-08,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,175665
350,2016-08,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1171344
351,2016-08,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,780312
352,2016-08,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,295686
353,2016-08,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,95346
354,2016-08,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,568619
355,2016-08,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,409684
356,2016-08,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,133891
357,2016-08,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,275793
